SalesID,OrderID,ProductID,Quantity,Discount,OrderDate
S0000003060,CA-2017-131492,FUR-TA-10003837,2,0.2,2017-10-19
S0000003061,CA-2016-144554,TEC-AC-10002800,3,0.2,2016-11-07
S0000003062,CA-2017-127621,OFF-PA-10001307,8,0.2,2017-03-03
S0000003063,CA-2015-145184,TEC-PH-10002350,3,0.0,2015-11-27
S0000003064,CA-2015-145184,TEC-AC-10000397,3,0.0,2015-11-27
S0000003065,CA-2017-106859,OFF-ST-10000615,8,0.0,2017-03-13
S0000003066,CA-2017-106859,TEC-PH-10004531,8,0.2,2017-03-13
S0000003067,CA-2017-106859,TEC-AC-10004001,5,0.0,2017-03-13
S0000003068,CA-2017-106859,OFF-PA-10001534,7,0.0,2017-03-13
S0000003069,CA-2017-106859,OFF-PA-10001815,6,0.0,2017-03-13
S0000003070,US-2017-120089,OFF-AP-10003779,4,0.2,2017-11-30
S0000003071,CA-2014-119375,OFF-ST-10002011,7,0.0,2014-11-17
S0000003072,CA-2014-119375,FUR-FU-10002379,3,0.0,2014-11-17
S0000003073,CA-2014-119375,OFF-AR-10003752,5,0.0,2014-11-17
S0000003074,CA-2016-125206,OFF-ST-10003692,2,0.0,2016-01-03
S0000003075,CA-2015-126137,FUR-BO-10004409,2,0.15,2015-10-03
S0000003076,CA-2014-143903,OFF-ST-10003306,3,0.2,2014-07-20
S0000003077,CA-2014-143903,FUR-FU-10003724,5,0.6,2014-07-20
S0000003078,CA-2014-143903,FUR-CH-10002024,2,0.3,2014-07-20
S0000003079,CA-2014-104780,OFF-AR-10003514,8,0.0,2014-05-21
S0000003080,CA-2017-101182,OFF-PA-10001800,2,0.0,2017-09-04
S0000003081,CA-2017-101182,TEC-PH-10003589,3,0.2,2017-09-04
S0000003082,US-2017-132297,OFF-BI-10003364,2,0.0,2017-05-27
S0000003083,US-2017-132297,TEC-PH-10002834,3,0.0,2017-05-27
S0000003084,CA-2014-100328,OFF-BI-10000343,1,0.2,2014-01-28
S0000003085,CA-2017-118773,OFF-BI-10004584,4,0.8,2017-02-09
S0000003086,CA-2017-118773,TEC-AC-10002402,2,0.2,2017-02-09
S0000003087,CA-2017-118773,FUR-FU-10000550,2,0.6,2017-02-09
S0000003088,CA-2017-118773,OFF-AP-10000055,2,0.8,2017-02-09
S0000003089,US-2017-159205,FUR-FU-10001591,5,0.0,2017-03-31
S0000003090,US-2017-159205,TEC-PH-10000526,7,0.0,2017-03-31
S0000003091,CA-2016-112123,OFF-BI-10001071,7,0.0,2016-03-03
S0000003092,CA-2016-112123,TEC-PH-10001557,5,0.0,2016-03-03
S0000003093,CA-2016-112123,OFF-PA-10001977,3,0.0,2016-03-03
S0000003094,CA-2015-114468,OFF-SU-10004231,4,0.2,2015-08-23
S0000003095,CA-2015-114468,OFF-PA-10000809,2,0.2,2015-08-23
S0000003096,CA-2015-114468,OFF-FA-10003021,8,0.2,2015-08-23
S0000003097,CA-2015-114468,OFF-AP-10000696,2,0.8,2015-08-23
S0000003098,CA-2017-135692,OFF-LA-10001158,4,0.2,2017-04-27
S0000003099,CA-2017-135692,FUR-BO-10002268,4,0.32,2017-04-27
S0000003100,CA-2017-131233,OFF-BI-10000829,3,0.2,2017-04-14
S0000003101,CA-2017-131233,FUR-BO-10003441,3,0.2,2017-04-14
S0000003102,CA-2017-119578,OFF-SU-10003505,6,0.0,2017-12-22
S0000003103,CA-2017-119578,FUR-BO-10003660,1,0.0,2017-12-22
S0000003104,CA-2016-124562,OFF-BI-10001267,7,0.7,2016-12-08
S0000003105,US-2017-140074,OFF-PA-10002741,6,0.0,2017-03-23
S0000003106,CA-2016-103037,OFF-LA-10004345,4,0.2,2016-07-25
S0000003107,CA-2017-127460,OFF-ST-10004340,6,0.2,2017-07-10
S0000003108,CA-2016-121671,OFF-PA-10001471,3,0.0,2016-07-17
S0000003109,CA-2016-121671,OFF-ST-10002344,3,0.0,2016-07-17
S0000003110,CA-2016-121671,OFF-PA-10001892,1,0.0,2016-07-17
S0000003111,CA-2016-121671,OFF-PA-10001934,8,0.0,2016-07-17
S0000003112,CA-2016-121671,OFF-ST-10000078,1,0.0,2016-07-17
S0000003113,CA-2016-150350,TEC-MA-10001972,3,0.2,2016-08-23
S0000003114,CA-2016-150350,OFF-EN-10002504,5,0.0,2016-08-23
S0000003115,CA-2016-150350,OFF-PA-10002160,6,0.0,2016-08-23
S0000003116,CA-2016-150350,FUR-CH-10001973,6,0.2,2016-08-23
S0000003117,CA-2016-150350,OFF-AP-10001492,5,0.0,2016-08-23
S0000003118,CA-2016-150350,OFF-SU-10002189,4,0.0,2016-08-23
S0000003119,CA-2015-121720,FUR-CH-10003312,5,0.2,2015-06-11
S0000003120,CA-2015-121720,TEC-PH-10002496,2,0.2,2015-06-11
S0000003121,CA-2015-121720,FUR-FU-10003464,3,0.2,2015-06-11
S0000003122,CA-2015-121720,OFF-AR-10000380,2,0.2,2015-06-11
S0000003123,CA-2015-121720,OFF-BI-10004593,5,0.7,2015-06-11
S0000003124,CA-2015-121720,OFF-BI-10001308,2,0.7,2015-06-11
S0000003125,CA-2015-121720,OFF-ST-10001780,2,0.2,2015-06-11
S0000003126,CA-2015-121720,OFF-ST-10003816,4,0.2,2015-06-11
S0000003127,CA-2017-149895,TEC-PH-10002200,2,0.4,2017-09-08
S0000003128,CA-2017-147564,OFF-PA-10004438,4,0.0,2017-10-02
S0000003129,CA-2014-136399,FUR-FU-10004090,2,0.0,2014-12-16
S0000003130,CA-2014-136399,FUR-CH-10002602,2,0.2,2014-12-16
S0000003131,CA-2014-136399,TEC-AC-10001142,5,0.0,2014-12-16
S0000003132,CA-2014-136399,TEC-PH-10004977,4,0.2,2014-12-16
S0000003133,CA-2014-107916,FUR-FU-10004586,2,0.0,2014-08-24
S0000003134,CA-2014-107916,OFF-BI-10001116,3,0.2,2014-08-24
S0000003135,CA-2017-164168,OFF-BI-10000666,5,0.8,2017-11-12
S0000003136,CA-2017-164168,OFF-ST-10002583,3,0.2,2017-11-12
S0000003137,CA-2017-164168,TEC-PH-10004908,1,0.2,2017-11-12
S0000003138,CA-2017-164168,OFF-EN-10001219,2,0.2,2017-11-12
S0000003139,CA-2017-164168,TEC-AC-10004568,2,0.2,2017-11-12
S0000003140,CA-2017-164168,FUR-FU-10001756,3,0.6,2017-11-12
S0000003141,CA-2015-112557,OFF-AP-10002311,3,0.0,2015-04-25
S0000003142,US-2014-122959,OFF-BI-10003650,2,0.8,2014-12-12
S0000003143,CA-2017-162572,TEC-AC-10003628,5,0.2,2017-09-25
S0000003144,CA-2017-162572,OFF-AR-10001547,6,0.2,2017-09-25
S0000003145,US-2016-148110,FUR-CH-10002647,7,0.3,2016-09-05
S0000003146,CA-2017-131828,FUR-CH-10004495,4,0.2,2017-02-11
S0000003147,CA-2017-131828,TEC-PH-10002923,3,0.2,2017-02-11
S0000003148,CA-2014-109218,OFF-AR-10001374,5,0.0,2014-06-30
S0000003149,CA-2016-120558,OFF-PA-10003441,5,0.0,2016-06-07
S0000003150,US-2014-109036,OFF-LA-10002043,3,0.0,2014-12-20
S0000003151,CA-2015-147830,TEC-AC-10002049,6,0.2,2015-12-15
S0000003152,CA-2015-147830,TEC-MA-10000418,2,0.7,2015-12-15
S0000003153,CA-2015-147830,TEC-PH-10004908,2,0.4,2015-12-15
S0000003154,CA-2015-147830,FUR-FU-10004091,7,0.2,2015-12-15
S0000003155,CA-2017-150497,OFF-BI-10004600,2,0.0,2017-07-20
S0000003156,CA-2014-128986,OFF-PA-10001289,3,0.2,2014-08-03
S0000003157,CA-2015-139584,FUR-TA-10001539,2,0.4,2015-08-24
S0000003158,CA-2015-139584,TEC-AC-10001266,2,0.0,2015-08-24
S0000003159,US-2016-162677,OFF-ST-10001291,5,0.2,2016-03-26
S0000003160,US-2016-162677,TEC-AC-10001314,3,0.2,2016-03-26
S0000003161,US-2014-150924,OFF-BI-10004040,5,0.8,2014-09-12
S0000003162,CA-2014-153969,OFF-EN-10001539,2,0.0,2014-09-21
S0000003163,CA-2014-153969,OFF-EN-10004483,5,0.0,2014-09-21
S0000003164,CA-2014-153969,OFF-AR-10001615,3,0.0,2014-09-21
S0000003165,CA-2014-153969,OFF-PA-10000327,9,0.0,2014-09-21
S0000003166,CA-2014-153969,TEC-PH-10001299,2,0.2,2014-09-21
S0000003167,CA-2014-153969,OFF-PA-10002246,3,0.0,2014-09-21
S0000003168,CA-2016-146682,FUR-FU-10002671,5,0.0,2016-10-29
S0000003169,CA-2016-138695,FUR-CH-10003833,8,0.2,2016-05-28
S0000003170,CA-2016-138695,OFF-PA-10001667,13,0.2,2016-05-28
S0000003171,CA-2017-107461,OFF-BI-10002003,6,0.0,2017-12-21
S0000003172,US-2016-133879,OFF-BI-10004465,2,0.8,2016-03-21
S0000003173,US-2016-133879,FUR-CH-10000665,5,0.3,2016-03-21
S0000003174,US-2016-133879,OFF-AR-10004956,3,0.2,2016-03-21
S0000003175,CA-2017-157483,OFF-AR-10004260,7,0.0,2017-11-11
S0000003176,US-2017-132059,FUR-BO-10001811,2,0.7,2017-09-23
S0000003177,US-2017-132059,TEC-AC-10003280,2,0.2,2017-09-23
S0000003178,CA-2017-122280,OFF-PA-10004911,2,0.0,2017-09-10
S0000003179,CA-2017-105235,FUR-FU-10001487,3,0.0,2017-12-05
S0000003180,CA-2017-105235,FUR-FU-10000521,2,0.0,2017-12-05
S0000003181,CA-2017-105235,OFF-AP-10001271,5,0.0,2017-12-05
S0000003182,CA-2017-152912,OFF-BI-10004728,2,0.0,2017-11-09
S0000003183,CA-2017-152912,TEC-AC-10004666,3,0.0,2017-11-09
S0000003184,CA-2017-152912,OFF-ST-10003208,9,0.0,2017-11-09
S0000003185,CA-2017-152912,OFF-ST-10003208,3,0.0,2017-11-09
S0000003186,CA-2014-123498,OFF-BI-10000632,3,0.8,2014-11-07
S0000003187,CA-2014-123498,OFF-EN-10004773,3,0.2,2014-11-07
S0000003188,CA-2017-159352,TEC-PH-10004700,7,0.0,2017-03-12
S0000003189,US-2017-146416,OFF-LA-10003714,1,0.0,2017-10-20
S0000003190,US-2017-146416,OFF-BI-10001787,4,0.2,2017-10-20
S0000003191,US-2015-163783,OFF-ST-10002957,3,0.2,2015-12-27
S0000003192,CA-2017-123981,TEC-PH-10002115,1,0.0,2017-10-02
S0000003193,CA-2017-158953,OFF-BI-10002557,7,0.8,2017-06-04
S0000003194,CA-2014-165428,OFF-BI-10002949,3,0.8,2014-09-01
S0000003195,CA-2014-165428,OFF-PA-10004100,6,0.2,2014-09-01
S0000003196,CA-2016-169026,OFF-FA-10001883,3,0.0,2016-08-08
S0000003197,CA-2017-109750,TEC-PH-10000702,3,0.0,2017-07-22
S0000003198,CA-2015-149384,OFF-BI-10003196,3,0.7,2015-07-10
S0000003199,CA-2014-131527,TEC-PH-10001644,4,0.2,2014-12-01
S0000003200,CA-2017-164000,OFF-AR-10003183,7,0.2,2017-12-18
S0000003201,CA-2014-164224,FUR-FU-10000308,3,0.2,2014-05-18
S0000003202,CA-2014-164224,OFF-PA-10001526,4,0.2,2014-05-18
S0000003203,CA-2014-158372,TEC-PH-10002103,8,0.2,2014-11-10
S0000003204,CA-2014-158372,TEC-AC-10004209,1,0.0,2014-11-10
S0000003205,CA-2014-158372,FUR-FU-10000397,2,0.0,2014-11-10
S0000003206,CA-2014-158372,OFF-PA-10002137,8,0.0,2014-11-10
S0000003207,CA-2014-158372,FUR-FU-10001867,5,0.0,2014-11-10
S0000003208,CA-2014-158372,OFF-LA-10000407,8,0.0,2014-11-10
S0000003209,CA-2016-108882,TEC-AC-10000420,5,0.0,2016-01-09
S0000003210,CA-2016-108882,TEC-PH-10002726,9,0.2,2016-01-09
S0000003211,US-2017-108245,OFF-EN-10001415,3,0.2,2017-09-22
S0000003212,US-2017-108245,OFF-BI-10000773,7,0.8,2017-09-22
S0000003213,CA-2014-142314,OFF-AP-10002350,11,0.0,2014-12-23
S0000003214,CA-2016-132409,OFF-AR-10001919,1,0.2,2016-05-26
S0000003215,CA-2016-132409,OFF-AP-10002082,2,0.2,2016-05-26
S0000003216,CA-2017-150189,OFF-LA-10002762,6,0.0,2017-07-08
S0000003217,CA-2014-114433,TEC-AC-10002800,3,0.0,2014-05-13
S0000003218,CA-2017-104640,OFF-BI-10003925,3,0.2,2017-11-10
S0000003219,CA-2017-104640,TEC-PH-10002200,2,0.0,2017-11-10
S0000003220,US-2015-137008,OFF-PA-10001295,5,0.0,2015-10-02
S0000003221,US-2015-137008,OFF-EN-10002500,4,0.0,2015-10-02
S0000003222,US-2015-137008,TEC-AC-10000892,1,0.0,2015-10-02
S0000003223,CA-2014-108189,OFF-PA-10001838,2,0.2,2014-10-02
S0000003224,CA-2014-108189,OFF-FA-10000735,2,0.2,2014-10-02
S0000003225,CA-2014-108189,TEC-PH-10001760,2,0.2,2014-10-02
S0000003226,CA-2014-108189,OFF-EN-10004846,6,0.2,2014-10-02
S0000003227,CA-2014-108189,OFF-SU-10003567,2,0.2,2014-10-02
S0000003228,CA-2014-108189,TEC-PH-10001557,3,0.2,2014-10-02
S0000003229,CA-2014-108189,TEC-AC-10003038,1,0.2,2014-10-02
S0000003230,CA-2014-154641,OFF-ST-10004459,1,0.0,2014-08-11
S0000003231,CA-2017-131625,FUR-FU-10004960,5,0.0,2017-09-01
S0000003232,US-2017-156356,OFF-BI-10000632,3,0.8,2017-04-16
S0000003233,US-2017-156356,OFF-BI-10001107,1,0.8,2017-04-16
S0000003234,US-2017-156356,OFF-ST-10002301,2,0.2,2017-04-16
S0000003235,CA-2016-138933,OFF-BI-10003355,1,0.2,2016-04-24
S0000003236,CA-2016-140746,FUR-TA-10002903,1,0.3,2016-01-15
S0000003237,CA-2016-146836,OFF-ST-10001580,3,0.0,2016-05-02
S0000003238,CA-2016-146836,OFF-BI-10000315,3,0.2,2016-05-02
S0000003239,US-2016-127971,FUR-CH-10003774,5,0.3,2016-11-20
S0000003240,US-2016-127971,TEC-PH-10003095,7,0.2,2016-11-20
S0000003241,US-2016-127971,FUR-FU-10000023,3,0.6,2016-11-20
S0000003242,US-2016-140809,OFF-ST-10002214,5,0.0,2016-02-01
S0000003243,CA-2017-114524,OFF-BI-10002799,13,0.8,2017-03-31
S0000003244,CA-2017-113355,TEC-PH-10004912,5,0.2,2017-12-01
S0000003245,CA-2017-113355,FUR-CH-10002602,3,0.3,2017-12-01
S0000003246,US-2017-140907,TEC-AC-10004510,3,0.0,2017-12-10
S0000003247,US-2017-140907,OFF-ST-10000060,5,0.0,2017-12-10
S0000003248,US-2017-140907,OFF-AR-10000799,3,0.0,2017-12-10
S0000003249,CA-2016-159730,FUR-CH-10004875,2,0.2,2016-09-17
S0000003250,CA-2016-159730,TEC-PH-10002085,2,0.2,2016-09-17
S0000003251,CA-2016-157868,OFF-FA-10000992,7,0.0,2016-12-23
S0000003252,CA-2017-119389,FUR-FU-10001473,3,0.2,2017-04-17
S0000003253,CA-2017-110373,OFF-AR-10003045,3,0.2,2017-10-27
S0000003254,CA-2017-110373,TEC-PH-10001536,2,0.2,2017-10-27
S0000003255,CA-2016-155474,TEC-PH-10001580,1,0.2,2016-07-08
S0000003256,CA-2016-155474,OFF-BI-10004209,3,0.2,2016-07-08
S0000003257,CA-2015-155453,OFF-LA-10001613,2,0.2,2015-08-09
S0000003258,US-2016-161844,FUR-TA-10001676,3,0.4,2016-12-09
S0000003259,US-2016-161844,OFF-BI-10003712,2,0.7,2016-12-09
S0000003260,US-2016-162103,OFF-BI-10000285,2,0.8,2016-11-13
S0000003261,CA-2014-151554,OFF-PA-10004609,4,0.2,2014-11-14
S0000003262,CA-2014-140662,TEC-AC-10001314,2,0.0,2014-11-17
S0000003263,CA-2014-140662,OFF-PA-10003395,7,0.0,2014-11-17
S0000003264,CA-2014-140662,OFF-AP-10001242,3,0.0,2014-11-17
S0000003265,CA-2016-122518,OFF-LA-10001641,4,0.2,2016-03-04
S0000003266,US-2014-126571,OFF-ST-10003816,2,0.2,2014-10-11
S0000003267,US-2014-126571,OFF-EN-10002230,3,0.2,2014-10-11
S0000003268,CA-2014-143840,TEC-PH-10002660,2,0.0,2014-05-22
S0000003269,CA-2014-143840,TEC-PH-10003171,1,0.0,2014-05-22
S0000003270,CA-2014-115980,TEC-AC-10003709,3,0.0,2014-07-15
S0000003271,CA-2014-115980,OFF-FA-10000304,3,0.0,2014-07-15
S0000003272,CA-2015-155145,TEC-AC-10003709,8,0.0,2015-12-27
S0000003273,CA-2015-146038,FUR-CH-10002774,5,0.2,2015-02-09
S0000003274,CA-2017-133865,TEC-CO-10001046,6,0.2,2017-05-08
S0000003275,CA-2017-116358,OFF-FA-10003495,3,0.0,2017-11-02
S0000003276,CA-2017-116358,OFF-AR-10004685,6,0.0,2017-11-02
S0000003277,CA-2014-102988,OFF-AR-10004757,7,0.0,2014-04-05
S0000003278,CA-2014-102988,TEC-PH-10001615,1,0.0,2014-04-05
S0000003279,CA-2014-102988,OFF-PA-10003349,2,0.0,2014-04-05
S0000003280,CA-2014-102988,OFF-AR-10000127,7,0.0,2014-04-05
S0000003281,CA-2014-102988,OFF-SU-10002881,5,0.0,2014-04-05
S0000003282,US-2014-117170,TEC-AC-10001109,2,0.2,2014-09-17
S0000003283,US-2014-117170,OFF-PA-10000682,1,0.2,2014-09-17
S0000003284,CA-2014-159478,FUR-FU-10000221,3,0.0,2014-09-30
S0000003285,CA-2014-103702,OFF-BI-10002429,7,0.7,2014-09-12
S0000003286,CA-2017-150525,OFF-AR-10002375,2,0.0,2017-02-20
S0000003287,CA-2017-150525,OFF-AP-10000595,3,0.0,2017-02-20
S0000003288,CA-2015-157770,TEC-PH-10001530,3,0.2,2015-12-13
S0000003289,CA-2015-157770,OFF-BI-10000050,5,0.2,2015-12-13
S0000003290,CA-2015-157770,TEC-AC-10001552,5,0.0,2015-12-13
S0000003291,CA-2015-157770,TEC-AC-10003399,1,0.0,2015-12-13
S0000003292,CA-2016-167290,OFF-AR-10004078,2,0.0,2016-10-30
S0000003293,CA-2014-106264,OFF-SU-10002189,3,0.0,2014-12-26
S0000003294,CA-2014-106264,FUR-FU-10001852,2,0.0,2014-12-26
S0000003295,CA-2014-138023,OFF-BI-10003638,8,0.8,2014-08-15
S0000003296,CA-2017-113418,TEC-MA-10002428,11,0.0,2017-10-01
S0000003297,US-2015-110569,OFF-BI-10001036,7,0.7,2015-05-23
S0000003298,US-2015-110569,OFF-AP-10004708,4,0.2,2015-05-23
S0000003299,CA-2017-136308,TEC-MA-10000488,3,0.2,2017-11-16
S0000003300,US-2014-159926,OFF-BI-10003656,1,0.7,2014-11-18
S0000003301,US-2014-159926,OFF-ST-10003656,1,0.2,2014-11-18
S0000003302,US-2014-159926,TEC-PH-10001128,6,0.4,2014-11-18
S0000003303,US-2014-159926,FUR-FU-10001473,3,0.2,2014-11-18
S0000003304,US-2014-159926,OFF-BI-10004656,3,0.7,2014-11-18
S0000003305,CA-2014-104738,OFF-EN-10004955,3,0.2,2014-12-30
S0000003306,CA-2014-104738,TEC-PH-10002468,2,0.2,2014-12-30
S0000003307,CA-2014-104738,TEC-PH-10000576,3,0.2,2014-12-30
S0000003308,CA-2014-104738,OFF-BI-10002160,3,0.8,2014-12-30
S0000003309,CA-2014-104738,TEC-AC-10003628,2,0.2,2014-12-30
S0000003310,CA-2015-144386,OFF-BI-10001116,6,0.2,2015-11-05
S0000003311,CA-2016-111416,OFF-BI-10002026,5,0.2,2016-09-17
S0000003312,CA-2016-162747,FUR-FU-10003691,7,0.0,2016-03-20
S0000003313,US-2014-133130,FUR-CH-10002602,5,0.2,2014-09-27
S0000003314,US-2014-133130,OFF-PA-10000675,2,0.0,2014-09-27
S0000003315,CA-2017-169978,FUR-CH-10002602,2,0.1,2017-12-24
S0000003316,CA-2017-169978,OFF-BI-10001900,3,0.2,2017-12-24
S0000003317,CA-2017-161739,FUR-FU-10001468,5,0.6,2017-11-10
S0000003318,CA-2015-165057,OFF-AR-10004648,9,0.0,2015-09-11
S0000003319,CA-2015-165057,OFF-LA-10003190,3,0.0,2015-09-11
S0000003320,CA-2014-134551,OFF-AP-10004868,7,0.2,2014-12-20
S0000003321,CA-2014-134551,FUR-CH-10004287,3,0.2,2014-12-20
S0000003322,CA-2014-134551,OFF-PA-10002689,5,0.2,2014-12-20
S0000003323,CA-2015-120810,OFF-AP-10002892,3,0.0,2015-07-23
S0000003324,CA-2015-120810,FUR-FU-10002253,3,0.0,2015-07-23
S0000003325,CA-2014-165309,OFF-BI-10001359,5,0.8,2014-11-11
S0000003326,CA-2014-165309,OFF-BI-10001267,1,0.8,2014-11-11
S0000003327,CA-2014-165309,OFF-AR-10003582,3,0.2,2014-11-11
S0000003328,CA-2014-165309,OFF-PA-10003724,5,0.2,2014-11-11
S0000003329,CA-2014-165309,OFF-PA-10001033,8,0.2,2014-11-11
S0000003330,CA-2014-165309,TEC-PH-10003505,2,0.2,2014-11-11
S0000003331,CA-2014-165309,TEC-PH-10004959,3,0.2,2014-11-11
S0000003332,CA-2017-122595,TEC-AC-10000474,3,0.2,2017-12-14
S0000003333,CA-2017-122595,TEC-PH-10003095,3,0.2,2017-12-14
S0000003334,CA-2017-122595,FUR-FU-10002963,1,0.6,2017-12-14
S0000003335,US-2017-109253,OFF-AR-10000203,4,0.0,2017-08-21
S0000003336,US-2017-109253,TEC-PH-10004667,4,0.2,2017-08-21
S0000003337,US-2017-109253,FUR-FU-10000193,4,0.0,2017-08-21
S0000003338,US-2017-109253,FUR-TA-10001539,3,0.2,2017-08-21
S0000003339,US-2017-109253,OFF-BI-10000962,9,0.2,2017-08-21
S0000003340,US-2017-109253,OFF-AP-10002867,3,0.0,2017-08-21
S0000003341,US-2017-109253,OFF-LA-10001158,5,0.0,2017-08-21
S0000003342,CA-2016-145982,OFF-PA-10000675,3,0.0,2016-08-27
S0000003343,CA-2016-145982,FUR-TA-10001307,1,0.3,2016-08-27
S0000003344,CA-2016-145982,TEC-PH-10000011,3,0.0,2016-08-27
S0000003345,CA-2016-145982,OFF-PA-10002666,9,0.0,2016-08-27
S0000003346,CA-2016-145982,OFF-FA-10000735,4,0.0,2016-08-27
S0000003347,CA-2016-145982,OFF-BI-10000174,5,0.0,2016-08-27
S0000003348,CA-2015-112014,OFF-AR-10003156,5,0.0,2015-08-13
S0000003349,CA-2017-154732,OFF-BI-10000474,5,0.8,2017-11-05
S0000003350,US-2016-157308,OFF-BI-10003712,4,0.2,2016-08-17
S0000003351,CA-2016-147536,TEC-AC-10003280,3,0.0,2016-12-26
S0000003352,US-2014-134733,FUR-BO-10002916,3,0.15,2014-09-23
S0000003353,US-2014-134733,TEC-PH-10002726,2,0.2,2014-09-23
S0000003354,US-2014-150434,TEC-PH-10000895,2,0.0,2014-07-19
S0000003355,US-2014-150434,FUR-TA-10004152,1,0.3,2014-07-19
S0000003356,US-2014-150434,OFF-BI-10003694,2,0.0,2014-07-19
S0000003357,US-2014-150434,OFF-BI-10002160,1,0.0,2014-07-19
S0000003358,CA-2017-100335,OFF-PA-10001685,9,0.2,2017-09-07
S0000003359,CA-2016-139234,OFF-BI-10000773,2,0.8,2016-05-06
S0000003360,CA-2016-139234,TEC-AC-10004510,2,0.2,2016-05-06
S0000003361,US-2015-142020,OFF-PA-10004569,4,0.0,2015-06-04
S0000003362,US-2015-142020,FUR-FU-10000672,3,0.0,2015-06-04
S0000003363,CA-2015-139962,OFF-PA-10004451,3,0.0,2015-12-13
S0000003364,CA-2015-139962,OFF-BI-10004738,2,0.0,2015-12-13
S0000003365,CA-2016-130050,FUR-FU-10001940,3,0.6,2016-07-16
S0000003366,CA-2014-115161,FUR-BO-10003966,2,0.15,2014-01-31
S0000003367,CA-2014-165379,OFF-PA-10003072,2,0.2,2014-07-09
S0000003368,CA-2014-165379,OFF-PA-10002245,3,0.2,2014-07-09
S0000003369,CA-2015-115511,FUR-BO-10002598,2,0.0,2015-11-21
S0000003370,CA-2015-115511,OFF-BI-10002225,4,0.2,2015-11-21
S0000003371,CA-2016-134887,TEC-AC-10003832,5,0.0,2016-03-25
S0000003372,CA-2017-123778,OFF-BI-10000822,6,0.2,2017-09-23
S0000003373,CA-2017-123778,OFF-AP-10001242,2,0.0,2017-09-23
S0000003374,CA-2015-161718,FUR-FU-10002445,3,0.0,2015-12-04
S0000003375,CA-2015-161718,FUR-CH-10002372,5,0.1,2015-12-04
S0000003376,CA-2015-161718,TEC-PH-10000376,4,0.0,2015-12-04
S0000003377,CA-2015-161718,FUR-CH-10002965,2,0.1,2015-12-04
S0000003378,CA-2016-100671,OFF-ST-10004950,9,0.2,2016-11-01
S0000003379,CA-2017-142867,OFF-BI-10003166,6,0.8,2017-03-17
S0000003380,CA-2017-142867,OFF-PA-10004610,3,0.2,2017-03-17
S0000003381,CA-2017-103156,FUR-FU-10000320,9,0.2,2017-11-23
S0000003382,US-2017-162208,OFF-EN-10004030,1,0.2,2017-08-27
S0000003383,CA-2015-130659,OFF-EN-10004147,3,0.0,2015-12-04
S0000003384,CA-2015-130659,FUR-CH-10003535,7,0.1,2015-12-04
S0000003385,CA-2015-130659,TEC-PH-10004586,5,0.0,2015-12-04
S0000003386,CA-2017-148404,OFF-ST-10003208,4,0.2,2017-10-07
S0000003387,CA-2017-148404,OFF-FA-10003112,3,0.2,2017-10-07
S0000003388,CA-2017-148404,TEC-PH-10004447,2,0.2,2017-10-07
S0000003389,CA-2017-148404,OFF-BI-10002854,6,0.7,2017-10-07
S0000003390,CA-2017-148404,FUR-TA-10001039,3,0.4,2017-10-07
S0000003391,CA-2017-101077,OFF-PA-10004239,2,0.2,2017-03-25
S0000003392,CA-2014-166471,TEC-PH-10001530,4,0.2,2014-08-09
S0000003393,CA-2014-166471,TEC-PH-10000038,2,0.2,2014-08-09
S0000003394,CA-2014-105340,OFF-BI-10001765,1,0.8,2014-11-22
S0000003395,US-2017-131583,OFF-PA-10000380,6,0.2,2017-06-10
S0000003396,US-2017-148362,OFF-ST-10001128,4,0.0,2017-07-01
S0000003397,US-2017-148362,OFF-BI-10003656,1,0.0,2017-07-01
S0000003398,US-2017-148362,OFF-PA-10003441,4,0.0,2017-07-01
S0000003399,CA-2014-102274,TEC-PH-10002923,1,0.0,2014-11-21
S0000003400,CA-2014-102274,OFF-PA-10004359,6,0.0,2014-11-21
S0000003401,CA-2014-102274,OFF-ST-10001511,3,0.0,2014-11-21
S0000003402,CA-2014-102274,OFF-AR-10002833,3,0.0,2014-11-21
S0000003403,CA-2015-129700,FUR-FU-10001940,7,0.6,2015-05-04
S0000003404,CA-2017-168739,FUR-FU-10003919,4,0.6,2017-05-29
S0000003405,CA-2015-152527,OFF-ST-10003479,2,0.0,2015-10-17
S0000003406,US-2014-150119,FUR-CH-10002965,2,0.3,2014-04-23
S0000003407,US-2014-150119,FUR-CH-10002965,2,0.3,2014-04-23
S0000003408,US-2014-150119,OFF-BI-10000145,8,0.7,2014-04-23
S0000003409,US-2014-150119,FUR-FU-10002191,4,0.2,2014-04-23
S0000003410,US-2017-150847,OFF-PA-10004451,2,0.2,2017-04-30
S0000003411,CA-2016-100244,OFF-PA-10001471,9,0.0,2016-09-20
S0000003412,CA-2016-100244,OFF-BI-10003656,2,0.2,2016-09-20
S0000003413,CA-2016-100244,OFF-AR-10000940,4,0.0,2016-09-20
S0000003414,CA-2016-100244,OFF-PA-10002319,2,0.0,2016-09-20
S0000003415,CA-2016-100244,OFF-BI-10000977,2,0.2,2016-09-20
S0000003416,CA-2016-116540,OFF-FA-10002676,1,0.0,2016-09-02
S0000003417,CA-2016-116540,OFF-BI-10004970,2,0.0,2016-09-02
S0000003418,CA-2015-151841,OFF-AP-10003971,5,0.2,2015-04-27
S0000003419,CA-2015-151841,OFF-SU-10001574,2,0.2,2015-04-27
