SalesID,AddressID,ShipMode,ShipDate
S0000001993,A000971,Standard Class,2017-07-02
S0000001994,A000971,Standard Class,2017-07-02
S0000001995,A000971,Standard Class,2017-07-02
S0000001996,A000972,Second Class,2017-12-04
S0000001997,A000972,Second Class,2017-12-04
S0000001998,A000973,First Class,2014-02-09
S0000001999,A000973,First Class,2014-02-09
S0000002000,A000973,First Class,2014-02-09
S0000002001,A000974,Standard Class,2017-04-18
S0000002002,A000974,Standard Class,2017-04-18
S0000002003,A000975,Second Class,2017-12-28
S0000002004,A000975,Second Class,2017-12-28
S0000002005,A000976,Standard Class,2017-04-18
S0000002006,A000977,Standard Class,2015-01-04
S0000002007,A000977,Standard Class,2015-01-04
S0000002008,A000978,First Class,2017-08-04
S0000002009,A000979,Standard Class,2014-11-21
S0000002010,A000979,Standard Class,2014-11-21
S0000002011,A000979,Standard Class,2014-11-21
S0000002012,A000980,Same Day,2015-12-11
S0000002013,A000980,Same Day,2015-12-11
S0000002014,A000981,Standard Class,2016-09-23
S0000002015,A000981,Standard Class,2016-09-23
S0000002016,A000981,Standard Class,2016-09-23
S0000002017,A000982,Standard Class,2015-03-23
S0000002018,A000982,Standard Class,2015-03-23
S0000002019,A000982,Standard Class,2015-03-23
S0000002020,A000982,Standard Class,2015-03-23
S0000002021,A000983,First Class,2016-09-21
S0000002022,A000983,First Class,2016-09-21
S0000002023,A000983,First Class,2016-09-21
S0000002024,A000983,First Class,2016-09-21
S0000002025,A000984,Second Class,2017-08-22
S0000002026,A000985,First Class,2015-03-15
S0000002027,A000986,Second Class,2016-09-10
S0000002028,A000986,Second Class,2016-09-10
S0000002029,A000987,Standard Class,2015-11-30
S0000002030,A000987,Standard Class,2015-11-30
S0000002031,A000987,Standard Class,2015-11-30
S0000002032,A000987,Standard Class,2015-11-30
S0000002033,A000988,Standard Class,2016-12-13
S0000002034,A000988,Standard Class,2016-12-13
S0000002035,A000989,Standard Class,2017-09-29
S0000002036,A000989,Standard Class,2017-09-29
S0000002037,A000990,Standard Class,2015-01-27
S0000002038,A000990,Standard Class,2015-01-27
S0000002039,A000991,Standard Class,2015-06-23
S0000002040,A000991,Standard Class,2015-06-23
S0000002041,A000991,Standard Class,2015-06-23
S0000002042,A000991,Standard Class,2015-06-23
S0000002043,A000992,Standard Class,2015-10-08
S0000002044,A000993,Standard Class,2017-11-23
S0000002045,A000994,Standard Class,2014-08-23
S0000002046,A000995,Standard Class,2016-07-21
S0000002047,A000995,Standard Class,2016-07-21
S0000002048,A000995,Standard Class,2016-07-21
S0000002049,A000996,First Class,2015-07-13
S0000002050,A000996,First Class,2015-07-13
S0000002051,A000996,First Class,2015-07-13
S0000002052,A000996,First Class,2015-07-13
S0000002053,A000996,First Class,2015-07-13
S0000002054,A000996,First Class,2015-07-13
S0000002055,A000997,Standard Class,2016-12-07
S0000002056,A000998,First Class,2017-12-25
S0000002057,A000998,First Class,2017-12-25
S0000002058,A000998,First Class,2017-12-25
S0000002059,A000998,First Class,2017-12-25
S0000002060,A000999,Standard Class,2014-11-04
S0000002061,A000999,Standard Class,2014-11-04
S0000002062,A000999,Standard Class,2014-11-04
S0000002063,A000999,Standard Class,2014-11-04
S0000002064,A000999,Standard Class,2014-11-04
S0000002065,A000999,Standard Class,2014-11-04
S0000002066,A000999,Standard Class,2014-11-04
S0000002067,A000999,Standard Class,2014-11-04
S0000002068,A000999,Standard Class,2014-11-04
S0000002069,A001000,Standard Class,2015-04-19
S0000002070,A001000,Standard Class,2015-04-19
S0000002071,A001001,Second Class,2016-07-23
S0000002072,A001002,Standard Class,2017-11-25
S0000002073,A001003,Standard Class,2016-12-02
S0000002074,A001004,Second Class,2017-11-12
S0000002075,A001004,Second Class,2017-11-12
S0000002076,A001005,Standard Class,2014-12-05
S0000002077,A001006,First Class,2017-09-15
S0000002078,A001006,First Class,2017-09-15
S0000002079,A001006,First Class,2017-09-15
S0000002080,A001007,Standard Class,2015-12-29
S0000002081,A001007,Standard Class,2015-12-29
S0000002082,A001007,Standard Class,2015-12-29
S0000002083,A001008,Standard Class,2017-03-01
S0000002084,A001009,Standard Class,2014-11-29
S0000002085,A001010,Standard Class,2016-06-28
S0000002086,A001010,Standard Class,2016-06-28
S0000002087,A001010,Standard Class,2016-06-28
S0000002088,A001010,Standard Class,2016-06-28
S0000002089,A001010,Standard Class,2016-06-28
S0000002090,A001011,Standard Class,2015-10-30
S0000002091,A001012,Standard Class,2017-07-19
S0000002092,A001012,Standard Class,2017-07-19
S0000002093,A001013,Standard Class,2014-11-21
S0000002094,A001014,Second Class,2015-04-15
S0000002095,A001015,Standard Class,2015-11-29
S0000002096,A001016,Standard Class,2016-05-20
S0000002097,A001016,Standard Class,2016-05-20
S0000002098,A001016,Standard Class,2016-05-20
S0000002099,A001017,Standard Class,2017-09-12
S0000002100,A001017,Standard Class,2017-09-12
S0000002101,A001018,Standard Class,2014-03-17
S0000002102,A001018,Standard Class,2014-03-17
S0000002103,A001019,Same Day,2014-07-18
S0000002104,A001020,Second Class,2017-03-28
S0000002105,A001020,Second Class,2017-03-28
S0000002106,A001021,Standard Class,2014-10-05
S0000002107,A001022,Same Day,2014-09-26
S0000002108,A001023,Same Day,2015-10-31
S0000002109,A001023,Same Day,2015-10-31
S0000002110,A001023,Same Day,2015-10-31
S0000002111,A001023,Same Day,2015-10-31
S0000002112,A001023,Same Day,2015-10-31
S0000002113,A001023,Same Day,2015-10-31
S0000002114,A001023,Same Day,2015-10-31
S0000002115,A001023,Same Day,2015-10-31
S0000002116,A001023,Same Day,2015-10-31
S0000002117,A001024,Second Class,2015-10-17
S0000002118,A001025,Standard Class,2016-09-23
S0000002119,A001026,First Class,2017-04-15
S0000002120,A001026,First Class,2017-04-15
S0000002121,A001027,Standard Class,2017-01-13
S0000002122,A001028,First Class,2017-11-11
S0000002123,A001029,Second Class,2017-09-24
S0000002124,A001029,Second Class,2017-09-24
S0000002125,A001030,Standard Class,2017-12-05
S0000002126,A001030,Standard Class,2017-12-05
S0000002127,A001031,Standard Class,2014-06-28
S0000002128,A001032,Standard Class,2015-10-09
S0000002129,A001032,Standard Class,2015-10-09
S0000002130,A001033,Second Class,2014-05-22
S0000002131,A001033,Second Class,2014-05-22
S0000002132,A001033,Second Class,2014-05-22
S0000002133,A000768,Standard Class,2015-11-26
S0000002134,A001034,Standard Class,2015-12-04
S0000002135,A001034,Standard Class,2015-12-04
S0000002136,A001034,Standard Class,2015-12-04
S0000002137,A001035,Standard Class,2016-01-05
S0000002138,A001035,Standard Class,2016-01-05
S0000002139,A001036,Same Day,2017-11-16
S0000002140,A001037,Standard Class,2014-06-11
S0000002141,A001037,Standard Class,2014-06-11
S0000002142,A001037,Standard Class,2014-06-11
S0000002143,A000174,Standard Class,2016-09-05
S0000002144,A000174,Standard Class,2016-09-05
S0000002145,A000174,Standard Class,2016-09-05
S0000002146,A001038,Standard Class,2016-06-29
S0000002147,A001038,Standard Class,2016-06-29
S0000002148,A001038,Standard Class,2016-06-29
S0000002149,A001039,Standard Class,2014-12-17
S0000002150,A001040,Standard Class,2017-04-05
S0000002151,A001041,Standard Class,2017-11-26
S0000002152,A001042,Second Class,2014-11-29
S0000002153,A001043,Standard Class,2015-11-26
S0000002154,A001044,Standard Class,2016-07-18
S0000002155,A001045,Standard Class,2016-05-05
S0000002156,A001046,Second Class,2016-07-27
S0000002157,A001047,First Class,2014-06-24
S0000002158,A001047,First Class,2014-06-24
S0000002159,A001048,Standard Class,2017-10-26
S0000002160,A000271,Standard Class,2016-09-09
S0000002161,A001049,Same Day,2016-05-14
S0000002162,A001050,Standard Class,2016-01-12
S0000002163,A001051,Standard Class,2017-03-19
S0000002164,A001052,Standard Class,2016-10-19
S0000002165,A001052,Standard Class,2016-10-19
S0000002166,A001052,Standard Class,2016-10-19
S0000002167,A001052,Standard Class,2016-10-19
S0000002168,A001052,Standard Class,2016-10-19
S0000002169,A001053,Second Class,2017-01-30
S0000002170,A001053,Second Class,2017-01-30
S0000002171,A001053,Second Class,2017-01-30
S0000002172,A001054,Standard Class,2017-11-25
S0000002173,A001055,First Class,2014-08-03
S0000002174,A001056,Standard Class,2016-08-04
S0000002175,A001057,Second Class,2015-08-03
S0000002176,A001058,Standard Class,2016-10-21
S0000002177,A001058,Standard Class,2016-10-21
S0000002178,A001058,Standard Class,2016-10-21
S0000002179,A001058,Standard Class,2016-10-21
S0000002180,A001059,Standard Class,2016-05-11
S0000002181,A001059,Standard Class,2016-05-11
S0000002182,A001059,Standard Class,2016-05-11
S0000002183,A001059,Standard Class,2016-05-11
S0000002184,A001059,Standard Class,2016-05-11
S0000002185,A001059,Standard Class,2016-05-11
S0000002186,A001060,Second Class,2017-08-04
S0000002187,A001061,Same Day,2016-07-14
S0000002188,A001062,Standard Class,2017-08-15
S0000002189,A001062,Standard Class,2017-08-15
S0000002190,A001062,Standard Class,2017-08-15
S0000002191,A001063,Standard Class,2016-06-29
S0000002192,A001064,Standard Class,2016-12-17
S0000002193,A001064,Standard Class,2016-12-17
S0000002194,A001064,Standard Class,2016-12-17
S0000002195,A001064,Standard Class,2016-12-17
S0000002196,A001064,Standard Class,2016-12-17
S0000002197,A001065,Standard Class,2016-12-06
S0000002198,A001066,Standard Class,2014-12-04
S0000002199,A000279,Standard Class,2015-04-02
S0000002200,A000279,Standard Class,2015-04-02
S0000002201,A001067,Standard Class,2014-06-06
S0000002202,A001067,Standard Class,2014-06-06
S0000002203,A001068,Standard Class,2015-09-12
S0000002204,A001068,Standard Class,2015-09-12
S0000002205,A001069,Standard Class,2015-07-05
S0000002206,A001070,Second Class,2016-09-12
S0000002207,A001071,Standard Class,2014-07-20
S0000002208,A001071,Standard Class,2014-07-20
S0000002209,A001072,Standard Class,2015-08-26
S0000002210,A001073,Second Class,2014-11-16
S0000002211,A001073,Second Class,2014-11-16
S0000002212,A001074,First Class,2016-11-30
S0000002213,A001075,Standard Class,2017-11-25
S0000002214,A001076,First Class,2017-10-02
S0000002215,A001076,First Class,2017-10-02
S0000002216,A001076,First Class,2017-10-02
S0000002217,A001076,First Class,2017-10-02
S0000002218,A001077,Standard Class,2014-09-25
S0000002219,A001078,Standard Class,2017-08-01
S0000002220,A001078,Standard Class,2017-08-01
S0000002221,A001078,Standard Class,2017-08-01
S0000002222,A001079,Same Day,2015-12-06
S0000002223,A001079,Same Day,2015-12-06
S0000002224,A001079,Same Day,2015-12-06
S0000002225,A001080,Standard Class,2017-08-05
S0000002226,A001081,Second Class,2016-03-21
S0000002227,A001082,Standard Class,2017-08-03
S0000002228,A001082,Standard Class,2017-08-03
S0000002229,A001083,Standard Class,2016-10-05
S0000002230,A001084,Standard Class,2014-04-05
S0000002231,A001084,Standard Class,2014-04-05
S0000002232,A001085,Standard Class,2017-07-01
S0000002233,A001086,Standard Class,2017-07-14
S0000002234,A001087,Second Class,2015-12-16
S0000002235,A001088,Standard Class,2017-12-10
S0000002236,A001089,Second Class,2015-09-17
S0000002237,A001089,Second Class,2015-09-17
S0000002238,A001090,Standard Class,2016-07-21
S0000002239,A001091,Standard Class,2017-04-26
S0000002240,A001092,Second Class,2016-11-17
S0000002241,A001092,Second Class,2016-11-17
S0000002242,A001093,Standard Class,2016-12-01
S0000002243,A001094,Standard Class,2017-11-25
S0000002244,A001094,Standard Class,2017-11-25
S0000002245,A001094,Standard Class,2017-11-25
S0000002246,A001094,Standard Class,2017-11-25
S0000002247,A001094,Standard Class,2017-11-25
S0000002248,A001095,Second Class,2015-02-18
S0000002249,A001095,Second Class,2015-02-18
S0000002250,A001095,Second Class,2015-02-18
S0000002251,A001095,Second Class,2015-02-18
S0000002252,A001095,Second Class,2015-02-18
S0000002253,A001096,Second Class,2016-04-17
S0000002254,A001097,First Class,2015-10-01
S0000002255,A001097,First Class,2015-10-01
S0000002256,A001098,Standard Class,2016-09-22
S0000002257,A001098,Standard Class,2016-09-22
S0000002258,A001099,First Class,2017-06-19
S0000002259,A001099,First Class,2017-06-19
S0000002260,A001100,Second Class,2015-11-10
S0000002261,A001100,Second Class,2015-11-10
S0000002262,A001101,Same Day,2015-12-18
S0000002263,A001102,First Class,2017-02-09
S0000002264,A001103,Second Class,2016-11-16
S0000002265,A001103,Second Class,2016-11-16
S0000002266,A001103,Second Class,2016-11-16
S0000002267,A001104,Same Day,2017-10-12
S0000002268,A001105,Same Day,2017-09-17
S0000002269,A001106,Standard Class,2017-12-26
S0000002270,A001106,Standard Class,2017-12-26
S0000002271,A001107,Standard Class,2017-12-07
S0000002272,A001108,Standard Class,2015-09-27
S0000002273,A001109,Standard Class,2015-03-11
S0000002274,A001109,Standard Class,2015-03-11
S0000002275,A001110,Second Class,2014-10-08
S0000002276,A001110,Second Class,2014-10-08
S0000002277,A001111,Standard Class,2014-07-01
S0000002278,A001111,Standard Class,2014-07-01
S0000002279,A001111,Standard Class,2014-07-01
S0000002280,A001112,First Class,2017-11-02
S0000002281,A001112,First Class,2017-11-02
S0000002282,A001112,First Class,2017-11-02
S0000002283,A001113,First Class,2016-09-05
S0000002284,A001114,Standard Class,2015-03-09
S0000002285,A001114,Standard Class,2015-03-09
S0000002286,A001115,First Class,2016-05-08
S0000002287,A001116,Standard Class,2017-11-23
S0000002288,A001117,Second Class,2017-06-05
S0000002289,A001118,First Class,2017-06-13
S0000002290,A001119,First Class,2017-01-11
S0000002291,A001120,Standard Class,2015-04-25
S0000002292,A001120,Standard Class,2015-04-25
S0000002293,A001120,Standard Class,2015-04-25
S0000002294,A001121,Standard Class,2015-11-06
S0000002295,A001113,Standard Class,2017-12-27
S0000002296,A001122,Standard Class,2015-11-05
S0000002297,A001122,Standard Class,2015-11-05
S0000002298,A001122,Standard Class,2015-11-05
S0000002299,A001122,Standard Class,2015-11-05
S0000002300,A001122,Standard Class,2015-11-05
S0000002301,A001123,Standard Class,2014-11-18
S0000002302,A001123,Standard Class,2014-11-18
S0000002303,A001124,Standard Class,2016-01-21
S0000002304,A001125,Second Class,2017-09-22
S0000002305,A001125,Second Class,2017-09-22
S0000002306,A001126,First Class,2016-12-24
S0000002307,A001127,First Class,2015-08-08
S0000002308,A001128,Standard Class,2017-11-09
S0000002309,A001129,First Class,2017-06-12
S0000002310,A001129,First Class,2017-06-12
S0000002311,A001129,First Class,2017-06-12
S0000002312,A001129,First Class,2017-06-12
S0000002313,A001129,First Class,2017-06-12
S0000002314,A001130,Standard Class,2017-07-25
S0000002315,A001130,Standard Class,2017-07-25
S0000002316,A001130,Standard Class,2017-07-25
S0000002317,A001130,Standard Class,2017-07-25
S0000002318,A001130,Standard Class,2017-07-25
S0000002319,A001130,Standard Class,2017-07-25
S0000002320,A001131,First Class,2015-12-26
S0000002321,A001132,Standard Class,2017-03-24
S0000002322,A001133,Second Class,2016-01-03
S0000002323,A001133,Second Class,2016-01-03
S0000002324,A001133,Second Class,2016-01-03
S0000002325,A001133,Second Class,2016-01-03
S0000002326,A001134,Second Class,2015-09-19
S0000002327,A001134,Second Class,2015-09-19
S0000002328,A001134,Second Class,2015-09-19
S0000002329,A001135,First Class,2017-09-26
S0000002330,A001136,Standard Class,2015-12-29
S0000002331,A001137,Second Class,2016-09-26
S0000002332,A001137,Second Class,2016-09-26
S0000002333,A001138,Standard Class,2017-03-25
S0000002334,A001138,Standard Class,2017-03-25
S0000002335,A001139,Standard Class,2014-10-04
S0000002336,A001140,Same Day,2017-12-10
S0000002337,A001140,Same Day,2017-12-10
S0000002338,A001141,Same Day,2014-08-23
S0000002339,A001141,Same Day,2014-08-23
S0000002340,A001142,Standard Class,2014-08-24
S0000002341,A001143,Standard Class,2016-11-15
S0000002342,A001144,First Class,2015-01-03
S0000002343,A001144,First Class,2015-01-03
S0000002344,A001145,Second Class,2014-07-30
S0000002345,A001146,Standard Class,2016-02-28
S0000002346,A001147,Standard Class,2016-03-18
S0000002347,A001147,Standard Class,2016-03-18
S0000002348,A001147,Standard Class,2016-03-18
S0000002349,A001148,Same Day,2017-12-03
S0000002350,A001148,Same Day,2017-12-03
S0000002351,A001148,Same Day,2017-12-03
S0000002352,A001148,Same Day,2017-12-03
S0000002353,A001148,Same Day,2017-12-03
S0000002354,A001149,First Class,2015-09-02
S0000002355,A001149,First Class,2015-09-02
S0000002356,A001149,First Class,2015-09-02
S0000002357,A001149,First Class,2015-09-02
S0000002358,A001150,Standard Class,2014-03-21
S0000002359,A001150,Standard Class,2014-03-21
S0000002360,A001150,Standard Class,2014-03-21
S0000002361,A001150,Standard Class,2014-03-21
S0000002362,A001150,Standard Class,2014-03-21
S0000002363,A001151,Standard Class,2017-04-20
S0000002364,A001152,Standard Class,2016-03-18
S0000002365,A001152,Standard Class,2016-03-18
S0000002366,A001152,Standard Class,2016-03-18
S0000002367,A001153,Second Class,2014-11-26
S0000002368,A001154,First Class,2017-02-13
S0000002369,A001155,Standard Class,2016-09-27
S0000002370,A001155,Standard Class,2016-09-27
S0000002371,A001156,Second Class,2017-07-09
S0000002372,A001157,Second Class,2016-07-11
S0000002373,A001157,Second Class,2016-07-11
S0000002374,A001157,Second Class,2016-07-11
S0000002375,A001157,Second Class,2016-07-11
S0000002376,A001158,Standard Class,2017-01-30
S0000002377,A001159,Second Class,2014-08-21
S0000002378,A001159,Second Class,2014-08-21
S0000002379,A001160,Standard Class,2015-12-11
S0000002380,A001161,Standard Class,2016-05-10
S0000002381,A001161,Standard Class,2016-05-10
S0000002382,A001161,Standard Class,2016-05-10
S0000002383,A001162,First Class,2017-03-26
S0000002384,A001162,First Class,2017-03-26
S0000002385,A001162,First Class,2017-03-26
S0000002386,A001162,First Class,2017-03-26
S0000002387,A001162,First Class,2017-03-26
S0000002388,A001163,First Class,2015-12-15
S0000002389,A001163,First Class,2015-12-15
S0000002390,A001164,Standard Class,2015-12-10
S0000002391,A001164,Standard Class,2015-12-10
S0000002392,A001164,Standard Class,2015-12-10
S0000002393,A001164,Standard Class,2015-12-10
S0000002394,A001165,Standard Class,2016-03-23
S0000002395,A001166,Standard Class,2015-11-19
S0000002396,A001166,Standard Class,2015-11-19
S0000002397,A001166,Standard Class,2015-11-19
S0000002398,A001167,Second Class,2017-08-16
S0000002399,A001167,Second Class,2017-08-16
S0000002400,A001168,Standard Class,2017-09-15
S0000002401,A001168,Standard Class,2017-09-15
S0000002402,A000969,Second Class,2017-04-04
S0000002403,A000969,Second Class,2017-04-04
S0000002404,A001169,Standard Class,2016-10-03
S0000002405,A001170,Standard Class,2017-10-11
S0000002406,A001170,Standard Class,2017-10-11
S0000002407,A001170,Standard Class,2017-10-11
S0000002408,A001171,Standard Class,2017-01-25
S0000002409,A001171,Standard Class,2017-01-25
S0000002410,A001172,First Class,2017-03-25
S0000002411,A001173,Standard Class,2014-08-06
S0000002412,A001174,Second Class,2015-06-09
S0000002413,A001175,Standard Class,2014-11-16
S0000002414,A001175,Standard Class,2014-11-16
S0000002415,A001176,Standard Class,2017-01-02
S0000002416,A001177,Standard Class,2015-07-11
S0000002417,A001178,Standard Class,2017-10-18
S0000002418,A001178,Standard Class,2017-10-18
S0000002419,A001179,Standard Class,2016-05-28
S0000002420,A001180,Standard Class,2017-11-14
S0000002421,A001180,Standard Class,2017-11-14
S0000002422,A001181,Standard Class,2016-04-23
S0000002423,A001181,Standard Class,2016-04-23
S0000002424,A001182,Standard Class,2017-12-30
S0000002425,A001182,Standard Class,2017-12-30
S0000002426,A001182,Standard Class,2017-12-30
S0000002427,A001182,Standard Class,2017-12-30
S0000002428,A001183,Standard Class,2016-06-17
S0000002429,A001183,Standard Class,2016-06-17
S0000002430,A001183,Standard Class,2016-06-17
S0000002431,A001184,Standard Class,2017-05-20
S0000002432,A001185,Standard Class,2018-01-02
S0000002433,A001186,Standard Class,2014-04-01
S0000002434,A001187,Standard Class,2017-06-01
S0000002435,A001188,First Class,2015-11-17
S0000002436,A001188,First Class,2015-11-17
S0000002437,A001189,Standard Class,2017-07-10
S0000002438,A001190,Second Class,2014-11-20
S0000002439,A001190,Second Class,2014-11-20
S0000002440,A001191,Standard Class,2017-07-22
S0000002441,A001192,Standard Class,2016-05-27
S0000002442,A001192,Standard Class,2016-05-27
S0000002443,A001192,Standard Class,2016-05-27
S0000002444,A001192,Standard Class,2016-05-27
S0000002445,A001192,Standard Class,2016-05-27
S0000002446,A001192,Standard Class,2016-05-27
S0000002447,A001193,Standard Class,2015-10-01
S0000002448,A001194,Standard Class,2016-11-06
S0000002449,A001195,Second Class,2015-09-17
S0000002450,A001196,Standard Class,2016-11-10
S0000002451,A001197,Second Class,2017-03-22
S0000002452,A001197,Second Class,2017-03-22
S0000002453,A001197,Second Class,2017-03-22
S0000002454,A001197,Second Class,2017-03-22
S0000002455,A001197,Second Class,2017-03-22
S0000002456,A001197,Second Class,2017-03-22
S0000002457,A001197,Second Class,2017-03-22
S0000002458,A001197,Second Class,2017-03-22
S0000002459,A001197,Second Class,2017-03-22
S0000002460,A001198,Standard Class,2017-08-21
S0000002461,A001199,Second Class,2015-07-13
S0000002462,A001199,Second Class,2015-07-13
S0000002463,A001200,Standard Class,2017-12-09
S0000002464,A001200,Standard Class,2017-12-09
S0000002465,A001200,Standard Class,2017-12-09
S0000002466,A001200,Standard Class,2017-12-09
S0000002467,A001201,Standard Class,2017-05-08
S0000002468,A001201,Standard Class,2017-05-08
S0000002469,A001201,Standard Class,2017-05-08
S0000002470,A001201,Standard Class,2017-05-08
S0000002471,A001202,Standard Class,2016-01-28
S0000002472,A001202,Standard Class,2016-01-28
S0000002473,A001202,Standard Class,2016-01-28
S0000002474,A001203,First Class,2016-11-06
S0000002475,A001203,First Class,2016-11-06
S0000002476,A001203,First Class,2016-11-06
S0000002477,A001203,First Class,2016-11-06
S0000002478,A001204,Second Class,2017-09-08
S0000002479,A001205,Standard Class,2014-09-19
S0000002480,A001206,Standard Class,2017-06-25
S0000002481,A001206,Standard Class,2017-06-25
S0000002482,A001207,Standard Class,2017-12-31
S0000002483,A001208,Standard Class,2017-09-03
S0000002484,A001208,Standard Class,2017-09-03
S0000002485,A001208,Standard Class,2017-09-03
S0000002486,A001208,Standard Class,2017-09-03
S0000002487,A001209,Second Class,2015-01-04
S0000002488,A001209,Second Class,2015-01-04
S0000002489,A001209,Second Class,2015-01-04
S0000002490,A001210,Second Class,2015-10-13
S0000002491,A001210,Second Class,2015-10-13
S0000002492,A001211,Second Class,2014-12-15
S0000002493,A001212,Standard Class,2014-11-23
S0000002494,A001213,Second Class,2016-09-14
S0000002495,A001213,Second Class,2016-09-14
S0000002496,A001214,Standard Class,2014-06-22
S0000002497,A001215,Standard Class,2015-10-01
S0000002498,A001215,Standard Class,2015-10-01
S0000002499,A001216,Standard Class,2016-05-24
S0000002500,A001217,First Class,2017-06-23
S0000002501,A001218,First Class,2017-06-20
S0000002502,A001218,First Class,2017-06-20
S0000002503,A001218,First Class,2017-06-20
S0000002504,A001219,Standard Class,2016-11-19
S0000002505,A001220,Second Class,2014-07-27
S0000002506,A001220,Second Class,2014-07-27
S0000002507,A001220,Second Class,2014-07-27
S0000002508,A001221,Same Day,2015-07-02
S0000002509,A001222,Standard Class,2017-03-08
S0000002510,A001222,Standard Class,2017-03-08
S0000002511,A001223,Standard Class,2016-11-23
S0000002512,A001224,First Class,2015-04-19
S0000002513,A001225,Standard Class,2017-12-06
S0000002514,A001226,Standard Class,2016-11-17
S0000002515,A001226,Standard Class,2016-11-17
S0000002516,A001227,Standard Class,2014-09-10
S0000002517,A001228,Standard Class,2014-11-22
S0000002518,A001229,Standard Class,2017-05-07
S0000002519,A001230,Standard Class,2016-10-21
S0000002520,A001230,Standard Class,2016-10-21
S0000002521,A001230,Standard Class,2016-10-21
S0000002522,A001230,Standard Class,2016-10-21
S0000002523,A001230,Standard Class,2016-10-21
S0000002524,A001230,Standard Class,2016-10-21
S0000002525,A001231,Standard Class,2015-04-10
S0000002526,A001231,Standard Class,2015-04-10
S0000002527,A001231,Standard Class,2015-04-10
S0000002528,A001231,Standard Class,2015-04-10
S0000002529,A001231,Standard Class,2015-04-10
S0000002530,A001232,Standard Class,2014-10-29
S0000002531,A001233,Standard Class,2014-08-21
S0000002532,A001233,Standard Class,2014-08-21
S0000002533,A001233,Standard Class,2014-08-21
S0000002534,A001233,Standard Class,2014-08-21
S0000002535,A001234,Second Class,2017-08-18
S0000002536,A001235,First Class,2015-09-08
S0000002537,A001236,Second Class,2015-01-29
S0000002538,A001236,Second Class,2015-01-29
S0000002539,A001236,Second Class,2015-01-29
S0000002540,A001237,Same Day,2015-07-16
S0000002541,A001237,Same Day,2015-07-16
S0000002542,A001238,Standard Class,2016-05-04
S0000002543,A001239,Second Class,2014-10-01
S0000002544,A001240,Standard Class,2016-09-14
S0000002545,A001240,Standard Class,2016-09-14
S0000002546,A001241,Standard Class,2017-04-20
S0000002547,A001241,Standard Class,2017-04-20
S0000002548,A001242,Standard Class,2015-08-22
S0000002549,A001242,Standard Class,2015-08-22
S0000002550,A001242,Standard Class,2015-08-22
S0000002551,A001242,Standard Class,2015-08-22
S0000002552,A001243,Standard Class,2017-11-23
S0000002553,A001243,Standard Class,2017-11-23
S0000002554,A001244,Standard Class,2016-09-18
S0000002555,A001245,Standard Class,2016-08-20
S0000002556,A001246,Standard Class,2015-09-30
S0000002557,A001247,Standard Class,2016-10-14
S0000002558,A001248,Standard Class,2015-03-30
S0000002559,A001249,Standard Class,2015-06-04
S0000002560,A001249,Standard Class,2015-06-04
S0000002561,A001249,Standard Class,2015-06-04
S0000002562,A001250,Standard Class,2015-12-31
S0000002563,A001250,Standard Class,2015-12-31
S0000002564,A001251,Second Class,2015-03-22
S0000002565,A001251,Second Class,2015-03-22
S0000002566,A001252,First Class,2017-12-24
S0000002567,A001253,Second Class,2017-11-03
S0000002568,A001253,Second Class,2017-11-03
S0000002569,A001254,Standard Class,2017-09-11
S0000002570,A001255,Same Day,2017-12-27
S0000002571,A001255,Same Day,2017-12-27
S0000002572,A001256,Standard Class,2017-07-21
S0000002573,A001257,Second Class,2016-08-15
S0000002574,A001258,Standard Class,2017-07-14
S0000002575,A001259,Standard Class,2014-11-27
S0000002576,A001259,Standard Class,2014-11-27
S0000002577,A001259,Standard Class,2014-11-27
S0000002578,A001259,Standard Class,2014-11-27
S0000002579,A001260,Standard Class,2014-01-31
S0000002580,A001260,Standard Class,2014-01-31
S0000002581,A001260,Standard Class,2014-01-31
S0000002582,A001260,Standard Class,2014-01-31
S0000002583,A001260,Standard Class,2014-01-31
S0000002584,A001260,Standard Class,2014-01-31
S0000002585,A001260,Standard Class,2014-01-31
S0000002586,A001261,Standard Class,2015-11-10
S0000002587,A001262,Standard Class,2017-07-06
S0000002588,A001262,Standard Class,2017-07-06
S0000002589,A001263,Standard Class,2016-05-09
S0000002590,A001263,Standard Class,2016-05-09
S0000002591,A001264,Standard Class,2016-09-14
S0000002592,A001264,Standard Class,2016-09-14
S0000002593,A001265,Second Class,2017-11-26
S0000002594,A001265,Second Class,2017-11-26
S0000002595,A001266,Standard Class,2017-05-17
S0000002596,A001266,Standard Class,2017-05-17
S0000002597,A001266,Standard Class,2017-05-17
S0000002598,A001266,Standard Class,2017-05-17
S0000002599,A001266,Standard Class,2017-05-17
S0000002600,A001267,Standard Class,2017-04-29
S0000002601,A001267,Standard Class,2017-04-29
S0000002602,A001268,Same Day,2016-06-04
S0000002603,A001268,Same Day,2016-06-04
S0000002604,A001268,Same Day,2016-06-04
S0000002605,A001268,Same Day,2016-06-04
S0000002606,A001269,Standard Class,2014-12-21
S0000002607,A001270,Standard Class,2016-03-10
S0000002608,A001271,Standard Class,2014-11-30
S0000002609,A001271,Standard Class,2014-11-30
S0000002610,A001271,Standard Class,2014-11-30
S0000002611,A001271,Standard Class,2014-11-30
S0000002612,A001271,Standard Class,2014-11-30
S0000002613,A001271,Standard Class,2014-11-30
